pitch,delta_pitch,atmo_density,h_speed,v_speed
0.4990169949001736,-0.012040879991319444,0.1396363526582718,0.34753122055195734,-0.0649233378238713
0.49245741102430557,-0.037495930989583336,0.1398059725761413,0.3467353451551235,-0.09599376898372061
0.48335673014322916,-0.033355712890625,0.1400868743658065,0.34565568677513747,-0.13335678425915204
0.4760955810546875,-0.027967664930555556,0.1404320299625396,0.3444361069380336,-0.16833062768940293
0.4699061075846354,-0.024648030598958332,0.1408580988645553,0.342973634025814,-0.2033883349809934
0.4647306654188368,-0.022789849175347224,0.1413269490003585,0.34137685134778095,-0.23600254458691305
0.4599061754014757,-0.025054931640625,0.141889289021492,0.33946445381938306,-0.26991520303135097
0.4534671359592014,-0.016842312282986112,0.1427342146635055,0.3366299210803785,-0.3139296329896057
0.44519449869791666,-0.018924289279513888,0.1442044675350189,0.33197991690661044,-0.3781528511039973
0.4408820258246528,-0.012800428602430556,0.1452397853136062,0.3289909390500649,-0.41718607859242646
0.43805050320095484,-0.004082573784722222,0.1465403884649276,0.32568420374228235,-0.46117075446343603
0.4374691433376736,0.0013224283854166667,0.1478543877601623,0.3227483099230225,-0.5012897533521091
0.4382720947265625,0.006361219618055556,0.1491506695747375,0.3201268950027402,-0.537568486253819
0.4402920193142361,0.011427137586805556,0.1505996435880661,0.31740530138137124,-0.5750226390823516
0.4459264119466146,0.019995795355902776,0.1529291570186615,0.3133204783085134,-0.6298159360067407
0.4505247328016493,0.030039469401041668,0.154423251748085,0.31079603545231144,-0.6621141710916371
0.45744578043619794,0.022172715928819444,0.1560072898864746,0.30813008163326117,-0.6943498309456907
0.46647406684027776,0.03614976671006945,0.1579498201608657,0.30478693471346374,-0.7314584159823285
0.48387891981336806,0.060475667317708336,0.160882756114006,0.2993420622560793,-0.7832111829957763
0.49462144639756944,-0.040974934895833336,0.1629041731357574,0.29511500093785814,-0.8162993973673365
0.4763117472330729,-0.10975138346354167,0.1651165336370468,0.2898364538155213,-0.8503650510488722
0.44016452365451386,-0.1275668674045139,0.1678798198699951,0.2819949617442295,-0.8899475014595881
0.3857455783420139,-0.1569179958767361,0.1712758988142013,0.27082148532271627,-0.9341344302212946
0.34193861219618055,-0.1810946994357639,0.1741213351488113,0.261235002969797,-0.9674499894103658
0.3065685696072049,-0.1466132269965278,0.1765032261610031,0.25357564137563887,-0.9932722058559297
0.2791425916883681,-0.09174262152777778,0.1791912466287613,0.24549961146947472,-1.0205936124203108
0.2654695298936632,-0.031070285373263888,0.1815546751022339,0.2387565252200578,-1.043266019676852
0.2659233940972222,0.03950330946180555,0.1857179850339889,0.22683000489321184,-1.0806998148042737
0.28532663981119794,0.06480577256944445,0.1906165182590484,0.211546934871337,-1.1212002630757893
0.30604790581597224,0.05748155381944445,0.195565178990364,0.19498334575836393,-1.1588474073692683
0.3225160386827257,0.016184488932291668,0.2019227594137191,0.17291545820589707,-1.2037585565557707
0.3280912611219618,0.007351345486111111,0.2084385156631469,0.1502327190360025,-1.246825678182825
0.3298083835177951,-0.0036180284288194445,0.2150830328464508,0.1276734387922002,-1.2876715958876874
0.3254608154296875,-0.021813286675347224,0.2224993854761123,0.10323723480049707,-1.3292151776392966
0.31825324164496527,-0.033345540364583336,0.2280740439891815,0.08561669669671597,-1.357652302119542
0.308377922905816,-0.03874037000868055,0.2340933978557586,0.06771808682567733,-1.385592890231845
0.2971711900499132,-0.040232340494791664,0.2405894100666046,0.051059842036067137,-1.41268548782814
0.2847869873046875,-0.033986409505208336,0.2477995902299881,0.03997193247857515,-1.4393043609824512
0.27399088541666666,-0.043816460503472224,0.2544999122619629,0.04202947157685344,-1.4610476508081174
0.2622612847222222,-0.039967854817708336,0.2612569332122803,0.05467885629012309,-1.4801912349394886
0.24797702365451388,-0.053900824652777776,0.2689728438854217,0.07501319388899742,-1.498840731126446
0.22977650960286458,-0.05749172634548611,0.2782198488712311,0.10197987457954427,-1.5170975853343058
0.21599527994791667,-0.05583021375868055,0.2853720486164093,0.12316055917427894,-1.528563464419848
0.2022762722439236,-0.06288994683159722,0.2932789921760559,0.14625055718910052,-1.5388836919612159
0.18917439778645834,-0.055155436197916664,0.300653338432312,0.16715613652375846,-1.546518921391735
0.1750513712565104,-0.05856662326388889,0.3087990581989288,0.18926340096573335,-1.552911199773505
0.16359168158637152,-0.07218085394965278,0.3154971599578857,0.20646649055184313,-1.556697465054506
0.14940032958984376,-0.0750698513454861,0.3232239484786987,0.22499876680020772,-1.5595681835166613
0.13326941596137154,-0.06378851996527778,0.3317469358444214,0.24356054366989394,-1.5610941632529494
0.10956386990017361,-0.057762993706597224,0.3457358479499817,0.269449048034464,-1.5605791147406096
0.09728834364149305,-0.06308661566840278,0.3542121052742004,0.28242712717557505,-1.5588521281100305
0.08389078776041667,-0.047353108723958336,0.3621728718280792,0.29478110212482617,-1.5559990372773733
0.07399275037977432,-0.03315904405381945,0.3695172965526581,0.30440323363084903,-1.5526813697501378
0.067724609375,-0.007375081380208333,0.3777459263801574,0.31363211178570616,-1.5482386926429927
0.06818762885199654,0.017985026041666668,0.3866134285926819,0.3233757788203089,-1.542479724837598
0.0742306179470486,0.034613715277777776,0.3942201435565948,0.33305134926505886,-1.5366111335373982
0.08248070610894098,0.03921847873263889,0.4016221463680267,0.34426834572327514,-1.5298964360884388
0.09166683620876737,0.0318603515625,0.4093621671199798,0.3580221612194033,-1.5218976236897641
0.10159946017795139,0.030649820963541668,0.4188405871391296,0.3778250612846581,-1.5109642105848764
0.10800153944227428,0.019029405381944444,0.4269877970218658,0.3970160858785933,-1.5006041267618917
0.11183336046006945,0.009989420572916666,0.4354683756828308,0.4182982774569614,-1.4881834971679966
0.11177707248263889,-0.024539523654513888,0.4448419213294983,0.44135719296833154,-1.4717490815965968
0.09512888590494792,0.06665717230902778,0.4571230113506317,0.46924160938221876,-1.4567676925460586
0.1638885498046875,0.7202419704861112,0.4652147889137268,0.4911343165903787,-1.4570834230218221
0.47408481174045136,-0.035454644097222224,0.1411354690790176,0.34490277437708483,-0.22604489092804192
0.46571451822916665,-0.032280815972222224,0.1417334526777267,0.3429467426796029,-0.26117556062346686
0.4588694254557292,-0.03474595811631945,0.1423534154891967,0.34087559091672476,-0.2950782607873775
0.45057610405815973,-0.020565456814236112,0.1432459205389022,0.3379230611175605,-0.3378097921636204
0.4425696478949653,-0.015780978732638888,0.1445895135402679,0.33367761633508525,-0.39315740167842717
0.4374935574001736,-0.006083170572916667,0.1462272256612777,0.32894390285766273,-0.4509697420327321
0.4369184705946181,0.004319932725694444,0.1483741551637649,0.32365427062065877,-0.516083006731668
0.43928426106770835,0.011888292100694444,0.1501480191946029,0.3197751786114673,-0.5634921483413684
0.44258015950520835,0.017625596788194444,0.1515692323446273,0.3168430399148456,-0.5983270543491467
0.44729546440972223,0.024522569444444444,0.1531459540128708,0.31368801217061476,-0.6343177382524005
0.4559800889756944,0.02947998046875,0.1551340073347091,0.3097347953262224,-0.676395717062219
0.46402113172743054,0.04326036241319445,0.1567586809396743,0.30642452761020367,-0.7084797143066035
0.4748419867621528,0.042195638020833336,0.1586806178092956,0.30229192954531386,-0.7441513411189467
0.48088870578342013,-0.008344862196180556,0.160432830452919,0.2982017811003497,-0.7747728280644806
0.46727566189236114,-0.1010470920138889,0.1628081202507019,0.29195800780863723,-0.8136886332964667
0.44168514675564235,-0.1427985297309028,0.1648503243923187,0.2857921549726659,-0.8449169598330095
0.40122782389322914,-0.1708136664496528,0.1674197614192962,0.2772951219905733,-0.8813660670325683
0.35410664876302084,-0.13810221354166666,0.1702278852462768,0.26778533379887864,-0.9176883582413181
0.31495802137586804,-0.1052280002170139,0.1731012612581253,0.25842190148462874,-0.9517462092363096
